Country,Code,year,Population,GDP,GDP_growth,Life_expectancy,TF
St. Vincent and the Grenadines,VCT,1990,107509,198207403.9,5.045619003,70.07665854,0
St. Vincent and the Grenadines,VCT,1991,107811,212492582.9,0.615854142,70.23743902,0
St. Vincent and the Grenadines,VCT,1999,107879,331866660.8,4.404972628,70.56939024,0
St. Vincent and the Grenadines,VCT,2000,107897,397447006.7,-0.563306441,70.58312195,0
St. Vincent and the Grenadines,VCT,1998,107923,317851822.5,5.175199619,70.57631707,0
St. Vincent and the Grenadines,VCT,2001,107989,431017935,1.649269815,70.63434146,0
St. Vincent and the Grenadines,VCT,1992,108001,233188878.8,7.523580733,70.36814634,0
St. Vincent and the Grenadines,VCT,1997,108001,293070365.2,13.27474574,70.58765854,0
St. Vincent and the Grenadines,VCT,1996,108078,281518501.7,1.340151573,70.59178049,0
St. Vincent and the Grenadines,VCT,1993,108097,238774063.9,0.157455831,70.46660976,0
St. Vincent and the Grenadines,VCT,1995,108122,266481488.6,1.001760733,70.5775122,0
St. Vincent and the Grenadines,VCT,1994,108129,243255557.2,-3.003254507,70.53626829,0
St. Vincent and the Grenadines,VCT,2002,108150,462641609.6,6.260303121,70.72870732,0
St. Vincent and the Grenadines,VCT,2003,108353,482397041.1,7.584940725,70.8667561,0
St. Vincent and the Grenadines,VCT,2004,108562,522544701.9,4.16102162,71.04492683,0
St. Vincent and the Grenadines,VCT,2005,108749,551431645.4,2.462302718,71.25256098,0
St. Vincent and the Grenadines,VCT,2006,108908,611040126.2,7.671680587,71.47280488,0
St. Vincent and the Grenadines,VCT,2007,109045,684691914.8,3.392491651,71.68734146,0
St. Vincent and the Grenadines,VCT,2008,109158,699004420.7,1.390577852,71.88092683,0
St. Vincent and the Grenadines,VCT,2009,109249,672342406.3,-2.178821187,72.04746341,0
St. Vincent and the Grenadines,VCT,2010,109316,674762008.5,-2.785626335,72.18492683,0
Belize,BLZ,1966,109344,44405596.03,4.770873316,63.38534146,0
St. Vincent and the Grenadines,VCT,2011,109357,687993792.6,0.143877511,72.29943902,0
St. Vincent and the Grenadines,VCT,2012,109373,712588888.9,2.285463707,72.40121951,0
Belize,BLZ,1967,112699,47379308.79,4.913124555,63.95439024,0
"Bahamas, The",BHS,1961,115108,190096176.6,10.66709879,63.0725122,0
Belize,BLZ,1968,116061,44910180.79,7.367218238,64.50770732,0
Belize,BLZ,1969,119260,47305390.44,5.106383948,65.03919512,0
"Bahamas, The",BHS,1962,121083,212252822.2,10.45197086,63.40802439,0
Belize,BLZ,1970,122179,53233534.3,4.807692871,65.54626829,0
Belize,BLZ,1971,124792,59207317.59,3.959442092,66.02631707,0
Belize,BLZ,1972,127148,66062499.02,10.21829871,66.48090244,0
"Bahamas, The",BHS,1963,127331,237742768.5,10.52405825,63.73704878,0
Belize,BLZ,1973,129294,78343558.51,5.351874273,66.91209756,0
Belize,BLZ,1974,131306,103216372,13.55999616,67.324,0
Belize,BLZ,1975,133261,118066302.1,3.592820475,67.7187561,0
"Bahamas, The",BHS,1964,133697,266664053.7,10.50156613,64.05909756,0
Belize,BLZ,1976,135145,96905828.77,-0.034006186,68.10209756,0
Belize,BLZ,1977,136991,117650000,6.496595744,68.47814634,0
Belize,BLZ,1978,138972,136300000,7.920797204,68.84702439,0
"Bahamas, The",BHS,1965,140049,300392162.5,10.42559636,64.37468293,0
Belize,BLZ,1979,141308,151800000,7.517015518,69.2087561,0
Belize,BLZ,1980,144151,194750000,15.16653087,69.56636585,0
"Bahamas, The",BHS,1966,146364,340000006.4,9.071928067,64.68378049,0
Belize,BLZ,1981,147566,192900000,1.29063344,69.9197561,0
Belize,BLZ,1982,151498,179250000,-0.283154178,70.26426829,0
"Bahamas, The",BHS,1967,152607,390196085.7,9.598116159,64.98739024,0
Belize,BLZ,1983,155820,189000000,-2.106015231,70.58926829,0
"Bahamas, The",BHS,1968,158629,444901969.1,8.42176423,65.28502439,0
Belize,BLZ,1984,160342,210900000,1.957944359,70.88317073,0
"Bahamas, The",BHS,1969,164250,528137296.2,8.981661051,65.57668293,0
Belize,BLZ,1985,164916,209150000,1.066854714,71.12692683,0
"Bahamas, The",BHS,1970,169356,538423199.5,-5.649649859,65.86385366,0
Belize,BLZ,1986,169547,227850000,4.574247496,71.29853659,0
"Bahamas, The",BHS,1971,173867,573400000,1.62650988,66.14556098,0
Belize,BLZ,1987,174250,276550016,11.21578844,71.38802439,0
"Bahamas, The",BHS,1972,177844,590899968,-3.497336204,66.42226829,0
Belize,BLZ,1988,178906,314900000,9.237592471,71.39436585,0
"Bahamas, The",BHS,1973,181489,670899968,7.567567568,66.693,0
Belize,BLZ,1989,183368,363150016,13.09084029,71.323,0
"Bahamas, The",BHS,1974,185097,632400000,-16.75422933,66.9587561,0
Belize,BLZ,1990,187552,413049984,10.62857555,71.1812439,0
"Bahamas, The",BHS,1975,188882,596200000,-14.80312426,67.22002439,0
Belize,BLZ,1991,191368,444720726.5,10.49704514,70.98195122,0
"Bahamas, The",BHS,1976,192905,642099968,5.185185185,67.47631707,0
Belize,BLZ,1992,194894,518143678.5,12.03575736,70.75004878,0
"Bahamas, The",BHS,1977,197118,713000000,9.154929577,67.72812195,0
Belize,BLZ,1993,198420,559759653.3,6.276565634,70.51660976,0
"Bahamas, The",BHS,1978,201511,832400000,14.17951865,67.97495122,0
Belize,BLZ,1994,202348,580760211.3,0.157937823,70.3047561,0
"Bahamas, The",BHS,1979,206038,1139800064,26.13929595,68.21878049,0
Belize,BLZ,1995,206962,620031771.9,0.643967584,70.14468293,0
"Bahamas, The",BHS,1980,210660,1335299968,6.495280366,68.45860976,0
Belize,BLZ,1996,212375,641271333.4,1.428722652,70.06214634,0
"Bahamas, The",BHS,1981,215404,1426499968,-9.226405267,68.69541463,0
Belize,BLZ,1997,218484,654198121.1,3.545183788,70.06192683,0
"Bahamas, The",BHS,1982,220274,1578300032,6.698898545,68.92968293,0
Belize,BLZ,1998,225083,688872472.7,3.740955126,70.14378049,0
"Bahamas, The",BHS,1983,225184,1732800000,3.59705136,69.16046341,0
"Bahamas, The",BHS,1984,230014,2041100032,14.17115069,69.3872439,0
Barbados,BRB,1961,231599,93216432.38,7.696529798,61.22963415,0
Belize,BLZ,1999,231860,732607993.8,8.780368083,70.30639024,0
Barbados,BRB,1962,232514,96949756.33,9.060758599,61.68163415,0
Barbados,BRB,1963,233520,109083059.2,-5.078421075,62.12260976,0
Barbados,BRB,1964,234478,108383060.9,5.004875747,62.55309756,0
"Bahamas, The",BHS,1985,234684,2320699904,4.829180077,69.61060976,0
Barbados,BRB,1965,235294,114683045.1,11.4348435,62.97307317,0
Barbados,BRB,1966,235936,123608022.7,4.00337126,63.38253659,0
Barbados,BRB,1967,236466,137103729.9,10.63613614,63.7825122,0
Barbados,BRB,1968,236997,137300000,6.921821318,64.1724878,0
Barbados,BRB,1969,237680,154400000,7.518404794,64.55446341,0
Belize,BLZ,2000,238586,831750000,13.03876739,70.53904878,0
Barbados,BRB,1970,238616,181500000,9.509402995,64.92743902,0
"Bahamas, The",BHS,1986,239135,2472499968,1.796999968,69.82909756,0
Barbados,BRB,1971,239864,204010328.9,3.912722436,65.29141463,0
Barbados,BRB,1972,241367,233383640,1.273800672,65.64787805,0
Barbados,BRB,1973,242971,284759098.1,1.340700424,65.99585366,0
"Bahamas, The",BHS,1987,243397,2713999872,2.984518884,70.04278049,0
Barbados,BRB,1974,244453,340492903.7,-4.650841244,66.33731707,0
Belize,BLZ,2001,245198,871840755.4,5.015663395,70.82443902,0
Barbados,BRB,1975,245663,402158285.8,4.005149295,66.67026829,0
Barbados,BRB,1976,246536,435871861.9,-0.082528397,66.99621951,0
Barbados,BRB,1977,247136,495116619.3,4.377159725,67.31414634,0
"Bahamas, The",BHS,1988,247585,2817900032,2.309708309,70.24965854,0
Barbados,BRB,1978,247592,552876225.3,6.132133198,67.62507317,0
Barbados,BRB,1979,248095,670312672.3,7.666497018,67.92897561,0
Barbados,BRB,1980,248784,860438453.3,4.73168673,68.22587805,0
Barbados,BRB,1981,249696,946949724.9,-3.206614983,68.51629268,0
Barbados,BRB,1982,250780,989409791.7,-5.009107468,68.80070732,0
Belize,BLZ,2002,251766,932676403.2,5.118559327,71.13695122,0
"Bahamas, The",BHS,1989,251863,3062000000,6.727328385,70.44778049,0
Barbados,BRB,1983,251979,1050464828,0.17977373,69.07960976,0
Barbados,BRB,1984,253193,1144931026,3.361642173,69.35202439,0
Barbados,BRB,1985,254354,1198180246,0.509259259,69.61895122,0
Barbados,BRB,1986,255450,1315567053,9.431141409,69.88136585,0
"Bahamas, The",BHS,1990,256338,3166000000,-1.596249254,70.63065854,0
Barbados,BRB,1987,256500,1448665028,1.020726894,70.13780488,0
Barbados,BRB,1988,257497,1540893883,6.25,70.38870732,0
Belize,BLZ,2003,258346,990350000,9.329244616,71.45339024,0
Barbados,BRB,1989,258443,1703922715,5.039215686,70.63412195,0
Barbados,BRB,1990,259336,2023318164,-4.806791861,70.87453659,0
Barbados,BRB,1991,260175,2007109743,-2.912053247,71.10943902,0
Barbados,BRB,1992,260963,1950900000,-4.978795395,71.33934146,0
"Bahamas, The",BHS,1991,261102,3111160000,-4.181783464,70.79180488,0
Barbados,BRB,1993,261714,2046188943,0.988418782,71.5642439,0
Barbados,BRB,1994,262441,2151295089,3.974816249,71.78514634,0
Barbados,BRB,1995,263165,2261969772,1.490133032,72.00104878,0
Barbados,BRB,1996,263884,2411872814,1.834015519,72.21243902,0
Barbados,BRB,1997,264606,2549296365,6.394727115,72.41982927,0
Belize,BLZ,2004,265040,1057850000,4.648090814,71.7594878,0
Barbados,BRB,1998,265370,2874459181,4.11236353,72.62373171,0
"Bahamas, The",BHS,1992,266097,3109000000,-3.825582741,70.92963415,0
Barbados,BRB,1999,266220,3012031889,2.592656313,72.82360976,0
Barbados,BRB,2000,267190,3119500000,2.3,73.0194878,0
Barbados,BRB,2001,268296,3112350000,-2.550184351,73.21287805,0
Barbados,BRB,2002,269524,3168600000,0.672622176,73.4017561,0
Barbados,BRB,2003,270844,3271200000,1.973066082,73.58765854,0
"Bahamas, The",BHS,1993,271105,3092000000,0.307806453,71.04814634,0
Belize,BLZ,2005,271920,1114200000,2.971324708,72.04631707,0
Barbados,BRB,2004,272205,3509700000,1.433251433,73.77004878,0
Barbados,BRB,2005,273568,3891500000,3.996770287,73.94895122,0
Barbados,BRB,2006,274923,4314050000,5.706521739,74.12482927,0
"Bahamas, The",BHS,1994,275820,3259000000,3.148916321,71.15480488,0
Barbados,BRB,2007,276277,4513250000,1.670951157,74.29721951,0
Barbados,BRB,2008,277634,4541550000,0.343146108,74.46758537,0
Belize,BLZ,2006,278985,1217450000,4.697440177,72.31236585,0
Barbados,BRB,2009,279006,4592650000,-4.139668826,74.63543902,0
"Bahamas, The",BHS,1995,280050,3429000000,4.378750977,71.26256098,0
Barbados,BRB,2010,280396,4433700000,0.253473526,74.80178049,0
Barbados,BRB,2011,281804,4368900000,0.758497987,74.96714634,0
Barbados,BRB,2012,283221,4224850000,0.00929368,75.13202439,0
"Bahamas, The",BHS,1996,283678,3609000000,4.223530213,71.39043902,0
Belize,BLZ,2007,286196,1290550000,1.210359832,72.56373171,0
"Bahamas, The",BHS,1997,286845,4961119000,2.062240199,71.54987805,0
"Bahamas, The",BHS,1998,289926,5353524000,4.716473825,71.74787805,0
"Bahamas, The",BHS,1999,293442,6019972000,7.144129932,71.98436585,0
Belize,BLZ,2008,293544,1369600000,3.848875782,72.80770732,0
"Bahamas, The",BHS,2000,297759,6327552000,4.1492464,72.25429268,0
Belize,BLZ,2009,301016,1338500000,0.297118665,73.0432439,0
"Bahamas, The",BHS,2001,303005,6516651000,2.625627121,72.54509756,0
Belize,BLZ,2010,308595,1397900000,3.880725327,73.2704878,0
"Bahamas, The",BHS,2002,309039,6957996000,2.704629513,72.84126829,0
"Bahamas, The",BHS,2003,315624,6949317000,-1.264744629,73.12729268,0
Belize,BLZ,2011,316280,1493100000,2.342241049,73.48780488,0
"Bahamas, The",BHS,2004,322400,7094413000,0.882884233,73.39465854,0
Belize,BLZ,2012,324060,..,5.286334027,73.69914634,0
"Bahamas, The",BHS,2005,329088,7706222000,3.39529267,73.63887805,0
"Bahamas, The",BHS,2006,335622,7965588000,2.516863841,73.85895122,0
"Bahamas, The",BHS,2007,342049,8318996000,1.446522215,74.05946341,0
"Bahamas, The",BHS,2008,348340,8246650000,-2.323937248,74.24743902,0
"Bahamas, The",BHS,2009,354492,7820420000,-4.175259175,74.42390244,0
"Bahamas, The",BHS,2010,360498,7888087000,0.987986326,74.59239024,0
"Bahamas, The",BHS,2011,366331,7872584000,1.659385056,74.75490244,0
"Bahamas, The",BHS,2012,371960,8149004000,1.832171744,74.91446341,0
Guyana,GUY,1961,575976,185849532.9,4.689524268,58.36270732,0
Guyana,GUY,1962,591665,194949510,1.104925862,58.49180488,0
Guyana,GUY,1963,607528,175757891.6,-12.2786573,58.62092683,0
Guyana,GUY,1964,623794,194774510.5,11.36028244,58.74956098,0
Guyana,GUY,1965,640541,213235288.1,10.54101869,58.87819512,0
Guyana,GUY,1966,657975,228705875.9,5.233273904,59.00585366,0
Guyana,GUY,1967,675811,250176463.6,4.313621878,59.13302439,0
Guyana,GUY,1968,693051,229750000,1.024827519,59.25870732,0
Guyana,GUY,1969,708356,249300000,6.99438664,59.38390244,0
Guyana,GUY,1970,720816,267800000,4.255456942,59.50760976,0
Guyana,GUY,1992,723008,368281383.5,7.831446663,62.42482927,0
Guyana,GUY,1991,723259,336708410.1,5.984609929,62.27502439,0
Guyana,GUY,1993,724014,442273443.7,8.213838043,62.57117073,0
Guyana,GUY,1990,725043,396582263.9,-3.038084864,62.12219512,0
Guyana,GUY,1994,725839,540874922.2,8.52330931,62.71456098,0
Guyana,GUY,1995,728136,621626786.3,4.986313641,62.8525122,0
Guyana,GUY,1989,728382,379779377.6,-4.944413106,61.96682927,0
Guyana,GUY,1971,729872,282049984,3.112850838,59.63034146,0
Guyana,GUY,1996,730865,705406032.3,7.883466693,62.983,0
Guyana,GUY,1988,733057,413799987.2,-3.693533073,61.80943902,0
Guyana,GUY,1997,734059,749138004.2,6.226948398,63.10707317,0
Guyana,GUY,1972,735896,285380950.1,-3.317670953,59.75156098,0
Guyana,GUY,1998,737526,717530696.5,-1.708567161,63.22829268,0
Guyana,GUY,1987,738779,354591836.4,0.899396581,61.65204878,0
Guyana,GUY,1973,740041,307047633,1.244719366,59.87180488,0
Guyana,GUY,1999,741046,694754984,2.969880996,63.35126829,0
Guyana,GUY,1974,743984,433954550.6,7.702839939,59.99153659,0
Guyana,GUY,2000,744471,712667925.1,-1.376727501,63.4847561,0
Guyana,GUY,1986,745133,504651110.6,-0.900602221,61.49665854,0
Guyana,GUY,2001,747657,696281468.8,2.249999292,63.64104878,0
Guyana,GUY,1975,748877,494791660.3,8.483021517,60.10978049,0
Guyana,GUY,2002,750629,722460911.6,1.051000772,63.82421951,0
Guyana,GUY,1985,751720,453488352,2.399667451,61.34480488,0
Guyana,GUY,2003,753612,741929343,-1.005255282,64.03570732,0
Guyana,GUY,1976,755241,454439987.2,1.53691329,60.226,0
Guyana,GUY,2004,756939,785918769.7,3.293924792,64.27331707,0
Guyana,GUY,1984,758580,437631601.3,-5.028737863,61.19902439,0
Guyana,GUY,2005,760834,824880550.3,-1.956911131,64.52917073,0
Guyana,GUY,1977,762549,449880012.8,-2.638679684,60.33970732,0
Guyana,GUY,2006,765367,1458449058,5.129609346,64.79126829,0
Guyana,GUY,1983,765512,489333333.3,-6.792386724,61.05931707,0
Guyana,GUY,1978,769637,507079987.2,-1.806188773,60.45292683,0
Guyana,GUY,2007,770407,1740335069,-3.640517324,65.04721951,0
Guyana,GUY,1982,771596,482000000,-13.19013447,60.9272439,0
Guyana,GUY,1979,774818,530439987.2,-1.835696235,60.56614634,0
Guyana,GUY,1981,775662,570357129.7,1.4961659,60.80129268,0
Guyana,GUY,2008,775739,1922597807,1.976647058,65.28719512,0
Guyana,GUY,1980,776927,603200000,1.733889721,60.68192683,0
Guyana,GUY,2009,781055,2025565089,3.31862417,65.50560976,0
Guyana,GUY,2010,786126,2259288026,4.370869417,65.7024878,0
Guyana,GUY,2011,790882,2576731667,5.437126058,65.88007317,0
Guyana,GUY,2012,795369,2850572407,4.816458917,66.04626829,0
Trinidad and Tobago,TTO,1961,865356,584964599.1,14.03707099,63.2537561,0
Trinidad and Tobago,TTO,1962,880019,619322827.4,2.742463346,63.76019512,0
Trinidad and Tobago,TTO,1963,892571,678239308.7,5.604597032,64.16139024,0
Trinidad and Tobago,TTO,1964,903272,711897538.7,7.630500058,64.45578049,0
Trinidad and Tobago,TTO,1965,912419,736573167.4,0.693850366,64.6517561,0
Trinidad and Tobago,TTO,1966,919902,723739866.3,4.056821419,64.77017073,0
Trinidad and Tobago,TTO,1967,925918,761981451.3,2.042514186,64.84792683,0
Trinidad and Tobago,TTO,1968,931466,758899968,5.215148634,64.918,0
Trinidad and Tobago,TTO,1969,937846,779200000,2.730681275,64.99987805,0
Trinidad and Tobago,TTO,1970,945996,821849984,3.533636547,65.11063415,0
Trinidad and Tobago,TTO,1971,956364,896763389.1,1.040332466,65.26039024,0
Trinidad and Tobago,TTO,1972,968742,1083392324,5.780347236,65.44280488,0
Trinidad and Tobago,TTO,1973,982594,1308786082,1.656426182,65.64695122,0
Trinidad and Tobago,TTO,1974,997052,2042002020,3.807602395,65.87134146,0
Trinidad and Tobago,TTO,1975,1011487,2442667523,1.477963404,66.10490244,0
Trinidad and Tobago,TTO,1976,1025655,2500420784,6.405148667,66.3374878,0
Trinidad and Tobago,TTO,1977,1039757,3138666542,9.121791676,66.556,0
Trinidad and Tobago,TTO,1978,1054109,3562333298,10.01647579,66.75185366,0
Trinidad and Tobago,TTO,1979,1069199,4602416457,3.599370635,66.92104878,0
Trinidad and Tobago,TTO,1980,1085308,6235874739,10.3908057,67.06268293,0
Trinidad and Tobago,TTO,1981,1102562,6849166235,4.577212899,67.17987805,0
Trinidad and Tobago,TTO,1982,1120610,7989791256,4.035900529,67.28126829,0
Trinidad and Tobago,TTO,1983,1138673,7799749663,-9.203398386,67.37595122,0
Trinidad and Tobago,TTO,1984,1155701,7756166518,-5.752570606,67.46641463,0
Panama,PAN,1961,1170499,463700032,10.75135777,61.39263415,0
Trinidad and Tobago,TTO,1985,1170935,7375999752,-4.119359617,67.55668293,0
Trinidad and Tobago,TTO,1986,1184053,4794361300,-3.279245611,67.6492439,0
Trinidad and Tobago,TTO,1987,1195243,4797750172,-4.563875325,67.74292683,0
Trinidad and Tobago,TTO,1988,1204890,4496806454,-3.91825202,67.83712195,0
Panama,PAN,1962,1206117,504800032,8.364807554,61.892,0
Trinidad and Tobago,TTO,1989,1213625,4323035497,-0.826088668,67.93119512,0
Trinidad and Tobago,TTO,1990,1221904,5068070430,1.508027636,68.02290244,0
Trinidad and Tobago,TTO,1991,1229906,5362823409,2.68182039,68.11058537,0
Trinidad and Tobago,TTO,1992,1237486,5532117353,-1.647218059,68.19163415,0
Panama,PAN,1963,1242856,559500032,8.422617044,62.37241463,0
Trinidad and Tobago,TTO,1993,1244410,4584646145,-1.44896999,68.26412195,0
Trinidad and Tobago,TTO,1994,1250316,4947205982,3.562025573,68.32809756,0
Trinidad and Tobago,TTO,1995,1255001,5329214155,3.954822973,68.3837561,0
Trinidad and Tobago,TTO,1996,1258365,5759537848,3.946667534,68.43082927,0
Trinidad and Tobago,TTO,1997,1260677,5737751324,2.704464275,68.47260976,0
Trinidad and Tobago,TTO,1998,1262544,6043710211,7.769167467,68.51131707,0
Trinidad and Tobago,TTO,1999,1264781,6808976089,4.388590366,68.55156098,0
Trinidad and Tobago,TTO,2000,1267980,8154315708,6.133960779,68.59795122,0
Trinidad and Tobago,TTO,2001,1272347,8824873156,4.094647909,68.654,0
Trinidad and Tobago,TTO,2002,1277723,9008273516,8.013612044,68.72304878,0
Panama,PAN,1964,1280601,600800000,4.530024974,62.83585366,0
Trinidad and Tobago,TTO,2003,1283868,11235960523,14.43354266,68.80543902,0
Trinidad and Tobago,TTO,2004,1290379,12884712296,7.9,68.90056098,0
Trinidad and Tobago,TTO,2005,1296933,16088526686,5.764758607,69.00778049,0
Trinidad and Tobago,TTO,2006,1303478,18460905284,13.74362489,69.12446341,0
Trinidad and Tobago,TTO,2007,1310040,21735387008,4.754217592,69.24402439,0
Trinidad and Tobago,TTO,2008,1316449,28017710148,3.391737126,69.36436585,0
Panama,PAN,1965,1319261,659900032,9.134399152,63.2852439,0
Trinidad and Tobago,TTO,2009,1322518,19251916758,-4.39171956,69.4824878,0
Trinidad and Tobago,TTO,2010,1328095,20667611846,0.208573226,69.59736585,0
Trinidad and Tobago,TTO,2011,1333082,23577857645,-1.60209824,69.70856098,0
Trinidad and Tobago,TTO,2012,1337439,23320256743,1.52224811,69.81714634,0
Panama,PAN,1966,1358763,719000000,7.519305364,63.7275122,0
Costa Rica,CRI,1961,1381532,490324267.1,-0.955940459,62.17770732,0
Panama,PAN,1967,1399097,800700032,8.565880647,64.1695122,0
Costa Rica,CRI,1962,1431088,479181227.2,8.148320027,62.74090244,0
Panama,PAN,1968,1440312,861400000,6.928925723,64.61721951,0
Costa Rica,CRI,1963,1481890,511902566.7,4.784711557,63.29387805,0
Panama,PAN,1969,1482495,945400000,8.528428094,65.07509756,0
Panama,PAN,1970,1525683,1016300032,6.386746379,65.54665854,0
Costa Rica,CRI,1964,1532828,542578822.5,4.14905212,63.83617073,0
Panama,PAN,1971,1569879,1146700032,9.645883343,66.03592683,0
Costa Rica,CRI,1965,1583078,592981156.2,9.829617287,64.36478049,0
Panama,PAN,1972,1614985,1260000000,4.580279867,66.539,0
Costa Rica,CRI,1966,1632500,647305631.4,7.870708087,64.87773171,0
Panama,PAN,1973,1660811,1441200000,5.405917513,67.04997561,0
Costa Rica,CRI,1967,1681241,699456618.3,5.650125921,65.37656098,0
Panama,PAN,1974,1707114,1647100032,2.44150579,67.56441463,0
Costa Rica,CRI,1968,1729135,773841499.8,8.385017768,65.86536585,0
Panama,PAN,1975,1753706,1844800000,1.590829396,68.07239024,0
Costa Rica,CRI,1969,1776076,853630203.2,5.577729809,66.35019512,0
Panama,PAN,1976,1800516,1959299968,1.643639439,68.56595122,0
Costa Rica,CRI,1970,1822106,984830159.7,7.503134343,66.83860976,0
Nicaragua,NIC,1961,1830304,244144236.7,7.400211918,47.64565854,0
Panama,PAN,1977,1847552,2077400064,1.155447342,69.03714634,0
Costa Rica,CRI,1971,1867044,1077152887,6.778505427,67.33965854,0
Nicaragua,NIC,1962,1886504,269283803.7,11.69534898,48.29587805,0
Panama,PAN,1978,1894807,2463000064,9.739919072,69.47995122,0
Costa Rica,CRI,1972,1911212,1238251658,8.178045133,67.85885366,0
Panama,PAN,1979,1942304,2819099904,4.507880533,69.89141463,0
Nicaragua,NIC,1963,1943602,297324163.1,9.943178187,48.9505122,0
Costa Rica,CRI,1973,1955790,1528916175,7.708915812,68.39973171,0
Paraguay,PRY,1961,1958047,..,6.900285514,64.01826829,0
Panama,PAN,1980,1990062,3810300000,1.098499508,70.27097561,0
Nicaragua,NIC,1964,2002244,347119918.2,11.11113587,49.60807317,0
Costa Rica,CRI,1974,2002358,1666544795,5.54489999,68.96129268,0
Paraguay,PRY,1962,2010626,..,3.300258518,64.22690244,0
Panama,PAN,1981,2038073,4312700000,9.206809127,70.61909756,0
Costa Rica,CRI,1975,2052076,1960863536,2.10007105,69.54404878,0
Nicaragua,NIC,1965,2062932,564290020.4,9.00386112,50.27063415,0
Paraguay,PRY,1963,2064802,..,4.710291337,64.41104878,0
Honduras,HND,1961,2069085,356200000,1.855659483,46.96387805,0
Panama,PAN,1982,2086331,4764700000,5.348456708,70.94273171,0
Costa Rica,CRI,1976,2105377,2412555508,5.517564403,70.1474878,0
Paraguay,PRY,1964,2120601,..,4.212477358,64.57021951,0
Nicaragua,NIC,1966,2125773,607140010.5,3.301136398,50.94129268,0
Panama,PAN,1983,2134880,4891900000,-4.49136357,71.24887805,0
Honduras,HND,1962,2139208,387750016,5.764846215,47.63295122,0
Costa Rica,CRI,1977,2162047,3072427125,8.904474432,70.76007317,0
Paraguay,PRY,1965,2178003,400129691.1,6.167974759,64.70780488,0
Panama,PAN,1984,2183773,5106300000,2.709473268,71.53958537,0
Nicaragua,NIC,1967,2190718,657140010.8,6.969513825,51.61953659,0
Honduras,HND,1963,2211144,410200000,3.580436586,48.289,0
Costa Rica,CRI,1978,2221800,3523208934,6.267686825,71.37078049,0
Panama,PAN,1985,2233064,5402000000,4.942233633,71.81790244,0
Paraguay,PRY,1966,2237190,421700441.8,1.991503333,64.83573171,0
Nicaragua,NIC,1968,2257923,692859984.6,1.342960053,52.30085366,0
Honduras,HND,1964,2282764,457000000,5.416645569,48.92797561,0
