Country,Code,year,Population,GDP,GDP_growth,Life_expectancy,TF
Honduras,HND,2005,6898825,9672095584,6.050879655,71.47331707,0
Ecuador,ECU,1975,6928694,7731677257,10.972154,60.06680488,0
Dominican Republic,DOM,1988,6953918,5374300248,2.155963303,66.88856098,0
Bolivia,BOL,1991,6956736,5343259389,5.266522073,59.30241463,0
Guatemala,GTM,1980,7001101,7878700032,3.759978054,57.2014878,0
Honduras,HND,2006,7037428,10841723354,6.567082673,71.70268293,0
Dominican Republic,DOM,1989,7099011,6686592727,4.400538841,67.43270732,0
Ecuador,ECU,1976,7119087,9091924305,7.397187619,60.59012195,0
Bolivia,BOL,1992,7123294,5643864408,1.646500041,59.79297561,0
Guatemala,GTM,1981,7176504,8607500288,0.646858668,57.6327561,0
Honduras,HND,2007,7178436,12275493959,6.188178317,71.9565122,0
Dominican Republic,DOM,1990,7245127,7073674722,-5.45431246,67.95041463,0
Bolivia,BOL,1993,7292745,5734703452,4.269295333,60.25178049,0
Ecuador,ECU,1977,7312553,11026346590,1.604842112,61.14080488,0
Honduras,HND,2008,7322368,13789727210,4.231864123,72.23434146,0
Guatemala,GTM,1982,7357730,8716999680,-3.530088964,58.08595122,0
Dominican Republic,DOM,1991,7392389,9724379020,0.944138918,68.42221951,0
Bolivia,BOL,1994,7463773,5981218997,4.667266268,60.68290244,0
Honduras,HND,2009,7469844,14486137414,-2.431875015,72.5342439,0
Ecuador,ECU,1978,7508899,11922502171,5.706824945,61.71536585,0
Dominican Republic,DOM,1992,7540421,11277694537,10.51318199,68.83712195,0
Guatemala,GTM,1983,7543343,9050000384,-2.572091536,58.55863415,0
Honduras,HND,2010,7621204,15729644901,3.731075443,72.85031707,0
Bolivia,BOL,1995,7635362,6715164551,4.678276905,61.09087805,0
Dominican Republic,DOM,1993,7688196,12976408000,7.222621369,69.19063415,0
Ecuador,ECU,1979,7707895,14175166008,3.734048401,62.31036585,0
Guatemala,GTM,1984,7731210,9470000128,0.49669784,59.05382927,0
Honduras,HND,2011,7776669,17588097150,3.835755629,73.17319512,0
Bolivia,BOL,1996,7806953,7396952081,4.361340311,61.48029268,0
Dominican Republic,DOM,1994,7834359,14511134921,2.303256394,69.48326829,0
Chile,CHL,1961,7845746,4705377500,4.049930947,57.40868293,1
"Venezuela, RB",VEN,1961,7872644,8923366628,3.192519348,60.1142439,0
Ecuador,ECU,1980,7909432,17881514683,3.708682969,62.92382927,0
Guatemala,GTM,1985,7919874,9721652292,-0.609338957,59.56807317,0
Honduras,HND,2012,7935846,18434022403,3.863139114,73.49343902,0
Dominican Republic,DOM,1995,7977966,16358496124,5.493629296,69.7205122,0
Bolivia,BOL,1997,7978521,7925733786,4.954208776,61.85721951,0
Chile,CHL,1962,8047690,5502763243,5.193079542,57.8245122,1
Guatemala,GTM,1986,8108903,7231963340,0.143049591,60.09731707,0
Ecuador,ECU,1981,8113200,21810767209,5.61286412,63.55085366,0
Dominican Republic,DOM,1996,8118570,18131813001,7.13136736,69.91634146,0
Bolivia,BOL,1998,8150214,8497499333,5.029354636,62.22621951,0
"Venezuela, RB",VEN,1962,8172322,9873397859,8.532933399,60.6974878,0
Chile,CHL,1963,8251999,5482749434,6.116564835,58.2695122,1
Dominican Republic,DOM,1997,8256496,19593449903,8.004274434,70.09173171,0
Guatemala,GTM,1987,8299070,7084399821,3.543983208,60.63309756,0
Ecuador,ECU,1982,8319351,19929853575,0.614845354,64.18595122,0
Bolivia,BOL,1999,8322408,8285061618,0.426885364,62.59182927,0
Dominican Republic,DOM,1998,8392534,21171235998,7.010597727,70.26365854,0
Chile,CHL,1964,8455039,5794301527,2.667871666,58.74370732,1
"Venezuela, RB",VEN,1963,8477485,10663375514,3.900951468,61.27641463,0
Guatemala,GTM,1988,8491594,7841603176,3.89238717,61.16987805,0
Bolivia,BOL,2000,8495271,8397858185,2.507810988,62.95460976,0
Dominican Republic,DOM,1999,8527881,21709041189,6.715354088,70.44214634,0
Ecuador,ECU,1983,8528791,17152483214,-0.336868771,64.82065854,0
Chile,CHL,1965,8654071,6053790468,0.417175016,59.24407317,1
Dominican Republic,DOM,2000,8663421,23996656676,5.656604886,70.63273171,0
Bolivia,BOL,2001,8669066,8141513292,1.683799034,63.31553659,0
Guatemala,GTM,1989,8688240,8410724409,3.942589436,61.70465854,0
Ecuador,ECU,1984,8742761,16912515183,2.625273268,65.44897561,0
"Venezuela, RB",VEN,1964,8785731,9113580696,11.1293449,61.84856098,0
Dominican Republic,DOM,2001,8799298,24894907435,1.809229485,70.83743902,0
Bolivia,BOL,2002,8843350,7905485216,2.485565815,63.67160976,0
Chile,CHL,1966,8847757,7013580346,10.00160606,59.76512195,1
Guatemala,GTM,1990,8890329,7650125576,3.102563208,62.23841463,0
Dominican Republic,DOM,2002,8935261,26570402719,5.788207312,71.04831707,0
Ecuador,ECU,1985,8962049,17149094590,3.935001412,66.06339024,0
Bolivia,BOL,2003,9016787,8082396526,2.711339832,64.02026829,0
Chile,CHL,1967,9036236,6913560997,3.640783319,60.30331707,1
Dominican Republic,DOM,2003,9071318,21268012747,-0.253358805,71.26085366,0
"Venezuela, RB",VEN,1965,9095742,9602944668,4.162866842,62.41095122,0
Guatemala,GTM,1991,9098613,9406097461,3.658248761,62.77312195,0
Ecuador,ECU,1986,9186995,15314143988,3.464782516,66.65936585,0
Bolivia,BOL,2004,9187610,8773451739,4.173295561,64.3635122,0
Dominican Republic,DOM,2004,9207389,22163928097,1.311958217,71.47507317,0
Chile,CHL,1968,9220119,7074820186,3.751679076,60.85560976,1
Guatemala,GTM,1992,9312915,10440842292,4.838338798,63.3117561,0
Dominican Republic,DOM,2005,9343362,33969724872,9.262750072,71.69141463,0
Bolivia,BOL,2005,9354709,9549196256,4.4214331,64.70078049,0
Chile,CHL,1969,9400705,8179771226,3.471317248,61.421,1
"Venezuela, RB",VEN,1966,9406598,10096574670,1.510250222,62.96165854,0
Ecuador,ECU,1987,9417031,13945431882,-0.259098708,67.23534146,0
Dominican Republic,DOM,2006,9479269,35965041793,10.67115485,71.90934146,0
Bolivia,BOL,2006,9517395,11451845341,4.797008739,65.03309756,0
Guatemala,GTM,1993,9532550,11399942820,3.927131964,63.85639024,0
Chile,CHL,1970,9578923,8981111664,2.122519603,62.00443902,1
Dominican Republic,DOM,2007,9615015,41320700933,8.474624778,72.12931707,0
Ecuador,ECU,1988,9650906,13051886552,5.89046729,67.79129268,0
Bolivia,BOL,2007,9676456,13120107688,4.564384483,65.36190244,0
"Venezuela, RB",VEN,1967,9719951,10472776744,2.833869136,63.49880488,0
Dominican Republic,DOM,2008,9750195,45796188394,5.255649444,72.34978049,0
Chile,CHL,1971,9755352,10694569522,9.017964832,62.61236585,1
Guatemala,GTM,1994,9756398,12983235119,4.033741494,64.40658537,0
Bolivia,BOL,2008,9834098,16674276952,6.14849781,65.68570732,0
Dominican Republic,DOM,2009,9884265,46768400363,3.454054459,72.57121951,0
Ecuador,ECU,1989,9886866,13890828708,1.005777946,68.32519512,0
Chile,CHL,1972,9929560,11532517864,-0.819195515,63.24778049,1
Guatemala,GTM,1995,9983861,14656917900,4.948547484,64.96297561,0
Bolivia,BOL,2009,9993406,17339992165,3.35699943,66.00546341,0
Dominican Republic,DOM,2010,10016797,51748279416,7.751220866,72.79214634,0
"Venezuela, RB",VEN,1968,10040248,11470909285,7.337232609,64.019,0
Chile,CHL,1973,10100403,16387454417,-4.941100699,63.91314634,1
Ecuador,ECU,1990,10123593,15239278100,3.679914053,68.83907317,0
Dominican Republic,DOM,2011,10147598,55737254720,4.482914631,73.01304878,0
Bolivia,BOL,2010,10156601,19649724656,4.126722747,66.31970732,0
Guatemala,GTM,1996,10214623,15781579950,2.957779916,65.52721951,0
Peru,PER,1961,10218174,2822764382,7.350052595,48.23292683,0
Chile,CHL,1974,10266278,15535549706,2.493844515,64.605,1
Dominican Republic,DOM,2012,10276621,59047202158,3.887682601,73.23297561,0
Bolivia,BOL,2011,10324445,23948670618,5.173930422,66.62692683,0
Ecuador,ECU,1991,10360630,16988184456,4.291342398,69.33743902,0
"Venezuela, RB",VEN,1969,10373554,11927570677,0.706036852,64.51931707,0
Chile,CHL,1975,10426432,7226476865,-11.36278013,65.32280488,1
Guatemala,GTM,1997,10449636,17788657194,4.364089954,66.09590244,0
Bolivia,BOL,2012,10496285,27035110130,5.176430946,66.92663415,0
Peru,PER,1962,10517047,3199617471,8.340192235,48.75278049,0
Chile,CHL,1976,10580399,9857547849,3.406383573,66.06556098,1
Ecuador,ECU,1992,10598168,18093864475,2.114310675,69.82282927,0
Guatemala,GTM,1998,10691090,19393672244,4.993527779,66.66156098,0
"Venezuela, RB",VEN,1970,10724328,12993115056,7.711914353,64.99587805,0
Chile,CHL,1977,10729757,13359145454,8.697440297,66.82380488,1
Peru,PER,1963,10826459,3505470788,3.720546417,49.24865854,0
Ecuador,ECU,1993,10836327,18938326276,1.973218079,70.2987561,0
Chile,CHL,1978,10878343,15399431310,7.462926811,67.58458537,1
Guatemala,GTM,1999,10941913,18317089473,3.847062231,67.21519512,0
Chile,CHL,1979,11031280,20729772211,8.682319916,68.33546341,1
Ecuador,ECU,1994,11075454,22708204405,4.258250468,70.7662439,0
"Venezuela, RB",VEN,1971,11093065,14471557938,1.479291059,65.4457561,0
Peru,PER,1964,11144018,4241381119,6.600281705,49.72804878,0
Chile,CHL,1980,11192384,27572307600,8.148606529,69.0555122,1
Guatemala,GTM,2000,11204183,19290566570,3.6088687,67.74121951,0
Ecuador,ECU,1995,11315800,22834985178,2.252548774,71.2272439,0
Chile,CHL,1981,11363219,32644872980,4.737311069,69.72834146,1
Peru,PER,1965,11468043,5026099956,4.93924289,50.21443902,0
"Venezuela, RB",VEN,1972,11478612,15922867181,1.28280514,65.86792683,0
Guatemala,GTM,2001,11478984,18702820735,2.332544301,68.2204878,0
Chile,CHL,1982,11543263,24339421605,-10.32323245,70.3434878,1
Ecuador,ECU,1996,11557151,24180150997,1.731747514,71.68221951,0
Chile,CHL,1983,11731654,19770402077,-3.786572328,70.89643902,1
Guatemala,GTM,2002,11765738,20776536920,3.866638363,68.64585366,0
Peru,PER,1966,11797803,5947054339,8.39487937,50.73678049,0
Ecuador,ECU,1997,11799289,26692474304,4.327864764,72.12865854,0
"Venezuela, RB",VEN,1973,11881567,19445932860,7.109957765,66.26243902,0
Chile,CHL,1984,11926647,19232737055,7.973341573,71.38670732,1
Ecuador,ECU,1998,12042454,26214331102,3.266529404,72.56056098,0
Guatemala,GTM,2003,12062835,21917565500,2.530837955,69.01519512,0
Chile,CHL,1985,12126956,16486012247,7.119228429,71.8182439,1
Peru,PER,1967,12133895,6029751897,3.774703505,51.31853659,0
Ecuador,ECU,1999,12286995,19017141057,-4.739385791,72.97392683,0
"Venezuela, RB",VEN,1974,12302193,29087099933,2.069333071,66.6282439,0
Chile,CHL,1986,12331704,17722536671,5.5963533,72.2025122,1
Guatemala,GTM,2004,12367800,23965280312,3.152030513,69.33190244,0
Peru,PER,1968,12477560,5583979280,0.354541415,51.96919512,0
Ecuador,ECU,2000,12533087,18327386416,1.091801564,73.35685366,0
Chile,CHL,1987,12541298,20902096532,6.594214893,72.55587805,1
Guatemala,GTM,2005,12678919,27211230374,3.260162692,69.60897561,0
"Venezuela, RB",VEN,1975,12739894,31413164179,2.896258132,66.96334146,0
Chile,CHL,1988,12757095,24640912616,7.311201451,72.8932439,1
Ecuador,ECU,2001,12780869,24468324000,4.0156299,73.69739024,0
Peru,PER,1969,12830677,6250645607,3.794652674,52.68726829,0
Chile,CHL,1989,12981032,28385038397,10.56032523,73.22253659,1
Guatemala,GTM,2006,12995374,30231130543,5.379733928,69.86441463,0
Ecuador,ECU,2002,13030041,28548945000,4.096776659,73.99058537,0
Peru,PER,1970,13194548,7235141852,5.836876469,53.4537561,0
"Venezuela, RB",VEN,1976,13196169,36272315695,7.727739497,67.26265854,0
Chile,CHL,1990,13213930,31558927517,3.697579901,73.54514634,1
Ecuador,ECU,2003,13279806,32432859000,2.722877337,74.239,0
Guatemala,GTM,2007,13317931,34113106486,6.304072145,70.11926829,0
Chile,CHL,1991,13456476,36424168146,7.969988372,73.85797561,1
Ecuador,ECU,2004,13529091,36591661000,8.211020917,74.44714634,0
Peru,PER,1971,13569097,8069766829,4.180886231,54.24168293,0
Guatemala,GTM,2008,13648307,39136286496,3.281095312,70.38914634,0
"Venezuela, RB",VEN,1977,13669054,42337056975,6.270783552,67.52965854,0
Chile,CHL,1992,13706485,44467946384,12.27793063,74.15502439,1
Ecuador,ECU,2005,13777131,41507085000,5.291308267,74.629,0
Peru,PER,1972,13953601,8945736420,2.869775968,55.01758537,0
Chile,CHL,1993,13958378,47693992627,6.986286682,74.43678049,1
Guatemala,GTM,2009,13988988,37733791089,0.526037754,70.68104878,0
Ecuador,ECU,2006,14023503,46802044000,4.403526434,74.80004878,0
"Venezuela, RB",VEN,1978,14150223,46507640231,2.346896385,67.7712439,0
Chile,CHL,1994,14204726,55154226760,5.708119098,74.70929268,1
Ecuador,ECU,2007,14268397,51007777000,2.190063972,74.97873171,0
Guatemala,GTM,2010,14341576,41338161799,2.869481449,70.99597561,0
Peru,PER,1973,14347881,10702842298,5.375670579,55.758,0
Chile,CHL,1995,14440103,71349202309,10.62757722,74.98660976,1
Ecuador,ECU,2008,14512402,61762635000,6.3571306,75.1765122,0
"Venezuela, RB",VEN,1979,14628595,55750554789,0.764355286,67.99592683,0
Chile,CHL,1996,14662323,75769008174,7.413491523,75.28680488,1
Guatemala,GTM,2011,14706578,47688885121,4.239654531,71.32790244,0
Peru,PER,1974,14751618,13490954944,9.250073797,56.45141463,0
Ecuador,ECU,2009,14756424,62519686000,0.566491592,75.39934146,0
Chile,CHL,1997,14872458,82808986192,6.605579633,75.6175122,1
Ecuador,ECU,2010,15001072,67513698000,2.953077302,75.64770732,0
Chile,CHL,1998,15072409,79373597080,3.230878709,75.97926829,1
Guatemala,GTM,2012,15082831,50233749191,2.959782774,71.66385366,0
"Venezuela, RB",VEN,1980,15096432,67135122864,-4.421322353,68.21917073,0
Peru,PER,1975,15164288,16413418809,3.401563965,57.09682927,0
Ecuador,ECU,2011,15246481,76769729000,7.834632369,75.91660976,0
Chile,CHL,1999,15265536,72995286764,-0.760854812,76.36612195,1
Chile,CHL,2000,15454402,79328640264,4.495791884,76.75856098,1
Ecuador,ECU,2012,15492264,84039856000,5.123267676,76.19256098,0
"Venezuela, RB",VEN,1981,15549525,75498829319,-0.362810861,68.45653659,0
Peru,PER,1976,15585924,15519319139,1.960723229,57.7047561,0
Chile,CHL,2001,15639289,72336972322,3.348180391,77.13104878,1
Chile,CHL,2002,15819522,70984568429,2.166908634,77.4615122,1
"Venezuela, RB",VEN,1982,15990376,76693647866,-2.071006182,68.71953659,0
Chile,CHL,2003,15995658,77840186385,3.956748481,77.73792683,1
Peru,PER,1977,16015737,14230997983,0.402916601,58.29414634,0
Chile,CHL,2004,16168241,1.01E+11,6.041086739,77.95980488,1
Chile,CHL,2005,16337749,1.24E+11,5.559452531,78.13721951,1
"Venezuela, RB",VEN,1983,16426198,78586503426,-3.764816992,69.01068293,0
Peru,PER,1978,16451352,12162093075,0.282736409,58.881,0
Colombia,COL,1961,16488996,4552914126,5.265372382,57.24773171,0
Chile,CHL,2006,16504530,1.55E+11,4.40497269,78.2897561,1
Chile,CHL,2007,16668892,1.73E+11,5.1608256,78.44297561,1
Chile,CHL,2008,16831184,1.80E+11,3.292455989,78.61741463,1
"Venezuela, RB",VEN,1984,16867806,55952339080,1.442164544,69.32795122,0
Peru,PER,1979,16889710,15542640785,5.79639682,59.47034146,0
Colombia,COL,1962,16986307,4968598035,5.466500282,57.73921951,0
Chile,CHL,2009,16991729,1.72E+11,-1.036433056,78.81858537,1
Chile,CHL,2010,17150760,2.18E+11,5.762972706,79.05046341,1
Chile,CHL,2011,17308449,2.51E+11,5.850679215,79.3065122,1
"Venezuela, RB",VEN,1985,17322754,57935742247,0.193300196,69.66429268,0
Peru,PER,1980,17328542,20661220078,3.077537419,60.06363415,0
Chile,CHL,2012,17464814,2.70E+11,5.55537004,79.57265854,1
Colombia,COL,1963,17497712,4838841458,2.904114678,58.2007561,0
Peru,PER,1981,17766418,24966849817,7.180586354,60.65892683,0
"Venezuela, RB",VEN,1986,17793283,58915108094,6.510344893,70.00368293,0
Colombia,COL,1964,18022435,5992169472,6.602341595,58.64126829,0
Peru,PER,1982,18203502,24817438679,-0.6,61.24970732,0
"Venezuela, RB",VEN,1987,18275997,45343793676,3.581650066,70.32856098,0
Colombia,COL,1965,18559236,5790247619,3.012487197,59.06217073,0
Peru,PER,1983,18641054,19129866511,-11.8,61.8305122,0
"Venezuela, RB",VEN,1988,18766017,58428404474,5.821368348,70.62436585,0
Peru,PER,1984,19081183,19845514734,5.2,62.39936585,0
Colombia,COL,1966,19108959,5452762963,5.32236813,59.46334146,0
"Venezuela, RB",VEN,1989,19256060,42142303739,-8.569881882,70.88509756,0
Peru,PER,1985,19525200,18838400476,2.8,62.95482927,0
Colombia,COL,1967,19669838,5727208180,4.190635447,59.84021951,0
"Venezuela, RB",VEN,1990,19740786,47027508385,6.467940756,71.10773171,0
Peru,PER,1986,19973258,17977500454,10,63.49443902,0
"Venezuela, RB",VEN,1991,20218813,51734363024,9.729887941,71.2952439,0
Colombia,COL,1968,20234946,5918467519,6.427444336,60.19578049,0
Peru,PER,1987,20424055,23905267271,8,64.01921951,0
"Venezuela, RB",VEN,1992,20691641,58470358476,6.060473269,71.45668293,0
Colombia,COL,1969,20795270,6405440200,6.520935067,60.53704878,0
Peru,PER,1988,20875714,12375610634,-8.7,64.53217073,0
Argentina,ARG,1961,20959241,..,5.427842872,65.3385122,0
"Venezuela, RB",VEN,1993,21160262,58107555298,0.275388067,71.60307317,0
Argentina,ARG,1962,21295290,24450604878,-0.852021492,65.43260976,0
Peru,PER,1989,21325690,20576647135,-11.7,65.0347561,0
Colombia,COL,1970,21344781,7198373469,6.956515099,60.87319512,0
"Venezuela, RB",VEN,1994,21626607,56529904239,-2.349507884,71.73792683,0
Argentina,ARG,1963,21630854,18272123664,-5.308196829,65.50939024,0
Peru,PER,1990,21772035,26294371425,-5.1432425,65.53043902,0
Colombia,COL,1971,21880185,7820367893,5.951223099,61.21139024,0
Argentina,ARG,1964,21963952,25605249382,10.13029763,65.58241463,0
"Venezuela, RB",VEN,1995,22092144,74888742184,3.951662762,71.86526829,0
Peru,PER,1991,22213359,34544482513,2.165899444,66.02365854,0
Argentina,ARG,1965,22293817,28344705968,10.56943335,65.66868293,0
Colombia,COL,1972,22404289,8671371951,7.673414682,61.56078049,0
"Venezuela, RB",VEN,1996,22556838,68258588863,-0.197837378,71.98560976,0
Argentina,ARG,1966,22618887,28630474726,-0.659726175,65.7822439,0
Peru,PER,1992,22649612,36084008139,-0.428767102,66.51736585,0
Colombia,COL,1973,22924755,10315774588,6.72748176,61.92839024,0
Argentina,ARG,1967,22941477,24256667555,3.191996625,65.93002439,0
"Venezuela, RB",VEN,1997,23020184,85837385779,6.37093152,72.09995122,0
Peru,PER,1993,23081735,34834667902,4.764994555,67.0134878,0
Argentina,ARG,1968,23269302,26436857248,4.822500792,66.1134878,0
Colombia,COL,1974,23452703,12370045405,5.742522109,62.32160976,0
"Venezuela, RB",VEN,1998,23482700,91338542542,0.294055161,72.21131707,0
Peru,PER,1994,23511358,44909998632,12.82163971,67.5125122,0
Argentina,ARG,1969,23612675,31256284545,9.679525991,66.33509756,0
Peru,PER,1995,23939261,53666941641,8.608911588,68.01543902,0
"Venezuela, RB",VEN,1999,23945002,97974136437,-5.970458146,72.32421951,0
Argentina,ARG,1970,23978532,31584210365,3.045643341,66.59082927,0
Colombia,COL,1975,23996249,13098633902,2.248047059,62.75214634,0
Peru,PER,1996,24365985,55876101187,2.518220686,68.5237561,0
Argentina,ARG,1971,24370660,33293199095,5.658131081,66.87312195,0
"Venezuela, RB",VEN,2000,24407553,1.17E+11,3.686944167,72.44414634,0
Colombia,COL,1976,24557647,15341403660,4.817187269,63.23212195,0
Argentina,ARG,1972,24785830,34733000536,1.628416499,67.16795122,0
Peru,PER,1997,24789855,59222879292,6.864061053,69.03253659,0
"Venezuela, RB",VEN,2001,24870441,1.23E+11,3.394236108,72.57707317,0
Colombia,COL,1977,25134640,19470978268,4.148013439,63.75826829,0
Peru,PER,1998,25206817,56751679594,-0.657951034,69.53680488,0
Argentina,ARG,1973,25215328,52544000117,2.81175404,67.46531707,0
"Venezuela, RB",VEN,2002,25333622,92889586976,-8.855647353,72.72502439,0
Peru,PER,1999,25611482,51509515206,0.914130992,70.03009756,0
Argentina,ARG,1974,25646533,72436777342,5.533804401,67.75865854,0
Colombia,COL,1978,25725336,23263511958,8.463449999,64.31897561,0
"Venezuela, RB",VEN,2003,25797219,83622191419,-7.75530005,72.88795122,0
Peru,PER,2000,26000080,53290390318,2.950592944,70.50543902,0
Argentina,ARG,1975,26070443,52438647922,-0.028412088,68.04795122,0
"Venezuela, RB",VEN,2004,26261326,1.12E+11,18.28660669,73.06587805,0
Colombia,COL,1979,26326236,27940389361,5.382853373,64.90034146,0
Peru,PER,2001,26372358,53935760985,0.214894739,70.95239024,0
Argentina,ARG,1976,26483835,51169499891,-2.018251533,68.33670732,0
"Venezuela, RB",VEN,2005,26725897,1.46E+11,10.3179138,73.25378049,0
Peru,PER,2002,26729909,56772338815,5.020183183,71.36692683,0
Argentina,ARG,1977,26889764,56781000101,6.934147763,68.62943902,0
Colombia,COL,1980,26934591,33400712095,4.098199161,65.47817073,0
Peru,PER,2003,27073334,61346725170,4.03227906,71.74756098,0
"Venezuela, RB",VEN,2006,27190882,1.83E+11,9.872149109,73.44768293,0
Argentina,ARG,1978,27293093,58082870156,-4.506124798,68.92663415,0
Peru,PER,2004,27403845,69725009965,4.976731272,72.09680488,0
Colombia,COL,1981,27550172,36388389129,2.263216774,66.02492683,0
"Venezuela, RB",VEN,2007,27655937,2.30E+11,8.753578808,73.63909756,0
Argentina,ARG,1979,27701412,69252328953,10.22276345,69.22431707,0
Peru,PER,2005,27723281,79385073422,6.826688658,72.41860976,0
Peru,PER,2006,28030688,92432757798,7.740489631,72.72097561,0
Argentina,ARG,1980,28120135,76961923742,4.15176235,69.5144878,0
"Venezuela, RB",VEN,2008,28120312,3.16E+11,5.277854124,73.82502439,0
Colombia,COL,1982,28173493,38968019453,0.948480319,66.52007317,0
Peru,PER,2007,28328410,1.07E+11,8.868532666,73.01487805,0
Argentina,ARG,1981,28550123,78676842366,-5.689528,69.78665854,0
"Venezuela, RB",VEN,2009,28583040,3.29E+11,-3.202302657,74.0024878,0
Peru,PER,2008,28625628,1.30E+11,9.762087557,73.30729268,0
Colombia,COL,1983,28803276,38729822782,1.584376304,66.94692683,0
Peru,PER,2009,28934303,1.30E+11,0.922359485,73.60368293,0
Argentina,ARG,1982,28989069,84307486837,-4.957178519,70.03531707,0
"Venezuela, RB",VEN,2010,29043283,3.94E+11,-1.488791251,74.17046341,0
Peru,PER,2010,29262830,1.58E+11,8.791191124,73.90509756,0
Argentina,ARG,1983,29435404,1.04E+11,3.875123433,70.257,0
Colombia,COL,1984,29438030,38253120738,3.355101016,67.29953659,0
"Venezuela, RB",VEN,2011,29500625,3.16E+11,4.176425359,74.33097561,0
Peru,PER,2011,29614887,1.81E+11,6.903957371,74.21053659,0
Argentina,ARG,1984,29886564,79092001998,2.211773504,70.45419512,0
"Venezuela, RB",VEN,2012,29954782,3.81E+11,5.625956975,74.4875122,0
Peru,PER,2012,29987800,2.04E+11,6.330114656,74.51553659,0
Colombia,COL,1985,30076525,34894419525,3.088264652,67.57429268,0
Argentina,ARG,1985,30340419,88416668900,-7.58667719,70.63139024,0
Colombia,COL,1986,30718127,34942483688,5.83829241,67.77680488,0
Argentina,ARG,1986,30796481,1.11E+11,7.875779831,70.79907317,0
Argentina,ARG,1987,31254574,1.11E+11,2.909993136,70.9677561,0
Colombia,COL,1987,31362479,36373312083,5.371506806,67.92919512,0
Argentina,ARG,1988,31713147,1.26E+11,-2.556904885,71.14590244,0
Colombia,COL,1988,32009024,39212545681,4.059821002,68.05473171,0
Argentina,ARG,1989,32170407,76636898036,-7.496189573,71.33753659,0
Argentina,ARG,1990,32624874,1.41E+11,-2.398959224,71.54365854,0
Colombia,COL,1989,32657292,39540083646,3.417426656,68.17097561,0
Argentina,ARG,1991,33075194,1.90E+11,12.6697101,71.76329268,0
Colombia,COL,1990,33306941,40274204595,6.042038478,68.29719512,0
Argentina,ARG,1992,33520803,2.29E+11,11.94077473,71.98895122,0
Colombia,COL,1991,33957286,41239551378,2.277231497,68.45131707,0
Argentina,ARG,1993,33961947,2.37E+11,5.906919494,72.21565854,0
Argentina,ARG,1994,34399343,2.57E+11,5.836200697,72.44139024,0
Colombia,COL,1992,34608171,49279585355,5.032677497,68.64021951,0
Argentina,ARG,1995,34833168,2.58E+11,-2.845209611,72.66460976,0
Colombia,COL,1993,35260456,55802540101,2.365650574,68.86563415,0
Argentina,ARG,1996,35264070,2.72E+11,5.526689828,72.88531707,0
Argentina,ARG,1997,35690778,2.93E+11,8.111046758,73.10397561,0
Colombia,COL,1994,35915434,81703496604,5.835811494,69.12958537,0
Argentina,ARG,1998,36109342,2.99E+11,3.850178869,73.32007317,0
Argentina,ARG,1999,36514558,2.84E+11,-3.385457053,73.53412195,0
Colombia,COL,1995,36573895,92507277798,5.202437593,69.42692683,0
Argentina,ARG,2000,36903067,2.84E+11,-0.788998922,73.74565854,0
Colombia,COL,1996,37236124,97160111573,2.055854712,69.74736585,0
Argentina,ARG,2001,37273361,2.69E+11,-4.408839698,73.95368293,0
Argentina,ARG,2002,37627545,1.02E+11,-10.89448482,74.15878049,0
Colombia,COL,1997,37901358,1.07E+11,3.430293678,70.0744878,0
Argentina,ARG,2003,37970411,1.30E+11,8.837040783,74.35995122,0
Argentina,ARG,2004,38308779,1.53E+11,9.029573322,74.55773171,0
Colombia,COL,1998,38568056,98443743191,0.56978409,70.39395122,0
Argentina,ARG,2005,38647854,1.83E+11,9.178950217,74.75165854,0
Argentina,ARG,2006,38988923,2.14E+11,8.466062712,74.94121951,0
Colombia,COL,1999,39234115,86186156584,-4.204015244,70.69956098,0
Argentina,ARG,2007,39331357,2.61E+11,8.653336846,75.12690244,0
Argentina,ARG,2008,39676083,3.27E+11,6.75843942,75.30819512,0
Colombia,COL,2000,39897984,99886577576,4.419993,70.98721951,0
Mexico,MEX,1961,39939271,14153954349,5,57.65614634,0
Argentina,ARG,2009,40023641,3.07E+11,0.850241476,75.48709756,0
Argentina,ARG,2010,40374224,3.69E+11,9.160916925,75.66356098,0
Colombia,COL,2001,40558648,98203544965,1.677898308,71.25790244,0
Argentina,ARG,2011,40728738,4.46E+11,8.869553907,75.83860976,0
Argentina,ARG,2012,41086927,4.76E+11,1.899578109,76.01268293,0
Colombia,COL,2002,41216304,97933392356,2.503980465,71.51729268,0
Mexico,MEX,1962,41234350,15221053213,4.664414668,58.1802439,0
Colombia,COL,2003,41872051,94684582573,3.918271904,71.771,0
Colombia,COL,2004,42527623,1.17E+11,5.333022067,72.01860976,0
Mexico,MEX,1963,42564038,16936337668,8.10688693,58.64290244,0
Colombia,COL,2005,43184026,1.47E+11,4.706555934,72.26060976,0
Colombia,COL,2006,43841370,1.63E+11,6.697515258,72.49558537,0
Mexico,MEX,1964,43931398,20070134741,11.90548076,59.05558537,0
Colombia,COL,2007,44498390,2.08E+11,6.900627655,72.72304878,0
Colombia,COL,2008,45153037,2.44E+11,3.546804886,72.94353659,0
Mexico,MEX,1965,45338827,21829715344,7.1,59.43370732,0
Colombia,COL,2009,45802561,2.34E+11,1.651549245,73.15807317,0
Colombia,COL,2010,46444798,2.87E+11,3.971800705,73.36768293,0
